"","date","county","state","cases","lat","lon","total_population","num_below_poverty","num_uninsured","num_overcrowding"
"538",2020-12-04,"Wheeler","Georgia",426,32.1170587115368,-82.7245838246054,7932,1383,666,40
"539",2020-12-04,"White","Georgia",1395,34.6463882475091,-83.7471135638049,28140,5345,3831,165
"540",2020-12-04,"Whitfield","Georgia",8387,34.8056167564805,-84.9672123097673,103653,20126,20413,2021
"541",2020-12-04,"Wilcox","Georgia",403,31.9728829492941,-83.4323235078327,8884,1422,922,53
"542",2020-12-04,"Wilkes","Georgia",481,33.7819533212046,-82.7432037439931,9924,2620,1331,48
"543",2020-12-04,"Wilkinson","Georgia",465,32.8023869295543,-83.1712429091834,9312,1915,961,84
"544",2020-12-04,"Worth","Georgia",786,31.5515150775212,-83.8508903597742,20988,3837,2826,87
"545",2020-12-04,"Hawaii","Hawaii",1641,19.5987243085882,-155.518507985036,193680,35737,10182,4436
"546",2020-12-04,"Honolulu","Hawaii",15724,21.4573292946605,-157.972883049048,986999,90359,32629,28463
"547",2020-12-04,"Kauai","Hawaii",120,22.0583582086404,-159.523635152577,70447,6703,2812,1748
"548",2020-12-04,"Maui","Hawaii",888,20.7908109461069,-156.337253619506,162456,15767,7402,6057
"549",2020-12-04,"Ada","Idaho",27461,43.4510984222104,-116.241173752297,425798,51101,33969,2336
"550",2020-12-04,"Adams","Idaho",119,44.8895980072244,-116.453838257375,3865,561,422,29
"551",2020-12-04,"Bannock","Idaho",4908,42.668498835282,-112.224626722994,83815,14875,7649,739
"552",2020-12-04,"Bear Lake","Idaho",206,42.2847560576261,-111.329667203058,5928,847,488,42
"553",2020-12-04,"Benewah","Idaho",292,47.2175872115887,-116.658740566574,9068,1510,1002,162
"554",2020-12-04,"Bingham","Idaho",2979,43.2165654080792,-112.398092607641,45261,6008,5766,593
"555",2020-12-04,"Blaine","Idaho",1378,43.4119540521937,-113.980176490187,21427,2707,3182,140
"556",2020-12-04,"Boise","Idaho",158,43.9891359839226,-115.730377750618,6891,938,735,23
"557",2020-12-04,"Bonner","Idaho",1139,48.3000418873334,-116.601241559945,41389,6092,4377,476
"558",2020-12-04,"Bonneville","Idaho",8144,43.3877436159442,-111.614803337582,108989,13711,9411,1049
"559",2020-12-04,"Boundary","Idaho",394,48.7669414897787,-116.462898991023,11141,1813,1677,137
"560",2020-12-04,"Butte","Idaho",132,43.7228836952983,-113.172048394042,2592,396,243,10
"561",2020-12-04,"Camas","Idaho",54,43.4633353485381,-114.805780015192,968,192,150,12
"562",2020-12-04,"Canyon","Idaho",16409,43.6251329845357,-116.709318149255,202782,37366,26581,2742
"563",2020-12-04,"Caribou","Idaho",458,42.7705380601376,-111.562272313846,6813,680,525,58
"564",2020-12-04,"Cassia","Idaho",2240,42.2838385491254,-113.600138086478,23441,3563,3087,340
"565",2020-12-04,"Clark","Idaho",50,44.2840134438242,-112.351412545059,960,260,187,46
"566",2020-12-04,"Clearwater","Idaho",592,46.6736156499847,-115.656321086559,8528,972,703,32
"567",2020-12-04,"Custer","Idaho",161,44.2411811012962,-114.281724256371,4185,852,405,38
"568",2020-12-04,"Elmore","Idaho",976,43.3539626099884,-115.469309312472,26103,4587,3032,278
"569",2020-12-04,"Franklin","Idaho",755,42.1811610217791,-111.813224713899,13013,1606,1371,96
"570",2020-12-04,"Fremont","Idaho",756,44.2288619755533,-111.482034005439,12896,1475,1453,237
"571",2020-12-04,"Gem","Idaho",1078,44.0615521672781,-116.397529742833,16853,3705,1900,159
"572",2020-12-04,"Gooding","Idaho",1015,42.9710317997387,-114.811551099846,15157,2348,2412,355
"573",2020-12-04,"Idaho","Idaho",828,45.844032393795,-115.467512944747,16251,2536,1808,195
"574",2020-12-04,"Jefferson","Idaho",1674,43.8201609462768,-112.31124104157,27096,3023,3127,284
"575",2020-12-04,"Jerome","Idaho",1991,42.6898969980125,-114.264071976531,22694,3786,4128,499
"576",2020-12-04,"Kootenai","Idaho",8338,47.6743808278108,-116.70184015194,147716,18412,12970,1257
"577",2020-12-04,"Latah","Idaho",1820,46.8161934233944,-116.711646624004,38593,7929,2943,203
"578",2020-12-04,"Lemhi","Idaho",436,44.943310246542,-113.933299515196,7743,1284,675,83
"579",2020-12-04,"Lewis","Idaho",239,46.2370235314264,-116.426294158482,3826,598,408,45
"580",2020-12-04,"Lincoln","Idaho",372,43.00239281914,-114.138315012918,5292,630,794,71
"581",2020-12-04,"Madison","Idaho",4438,43.7841548010443,-111.659236705039,38114,12226,3063,966
"582",2020-12-04,"Minidoka","Idaho",1807,42.8542324054215,-113.637616973618,20331,3584,2992,304
"583",2020-12-04,"Nez Perce","Idaho",2481,46.3268168333866,-116.750250721934,39995,5266,3397,326
"584",2020-12-04,"Oneida","Idaho",166,42.194925797902,-112.539298946358,4269,582,418,54
"585",2020-12-04,"Owyhee","Idaho",737,42.581493084298,-116.16993327938,11356,2643,2160,230
"586",2020-12-04,"Payette","Idaho",1732,44.0067523009666,-116.760846284579,22773,4199,2652,419
"587",2020-12-04,"Power","Idaho",496,42.6936686535601,-112.840692284736,7696,937,1066,78
"588",2020-12-04,"Shoshone","Idaho",552,47.3529744935909,-115.892472246125,12551,2208,1294,150
"589",2020-12-04,"Teton","Idaho",583,43.7594767641681,-111.207636016571,10437,1283,1662,89
"590",2020-12-04,"Twin Falls","Idaho",7114,42.3559879246625,-114.667143267676,80955,12417,9931,857
"591",2020-12-04,"Valley","Idaho",281,44.7665982826191,-115.566360270333,9897,1369,954,64
"592",2020-12-04,"Washington","Idaho",802,44.4524297909053,-116.784749551921,10035,1508,1231,107
"593",2020-12-04,"Adams","Illinois",5049,39.9878780950622,-91.1885352213052,66949,8457,2728,266
"594",2020-12-04,"Alexander","Illinois",270,37.1915247230762,-89.3375672287475,7051,2284,311,78
"595",2020-12-04,"Bond","Illinois",1175,38.8868397281764,-89.4355600553528,17137,2553,802,155
"596",2020-12-04,"Boone","Illinois",4113,42.3230609351096,-88.8233648418752,53656,5908,3383,454
"597",2020-12-04,"Brown","Illinois",343,39.9618339171483,-90.7503513520442,6836,591,136,57
"598",2020-12-04,"Bureau","Illinois",2263,41.4041518506638,-89.5286791705894,33822,4340,1578,212
"599",2020-12-04,"Calhoun","Illinois",280,39.1692502431334,-90.667537696558,4962,595,223,43
"600",2020-12-04,"Carroll","Illinois",1125,42.0686951069869,-89.9343967528047,14793,1663,757,80
"601",2020-12-04,"Cass","Illinois",1093,39.9735761791938,-90.2474264716433,13068,1787,874,122
"602",2020-12-04,"Champaign","Illinois",11436,40.1400980311564,-88.1992076005105,206420,41161,10225,2656
"603",2020-12-04,"Christian","Illinois",1984,39.5458084212654,-89.2772800590613,33888,4356,1524,121
"604",2020-12-04,"Clark","Illinois",845,39.3335957461499,-87.7876897382739,16089,2576,751,122
"605",2020-12-04,"Clay","Illinois",967,38.7541577529591,-88.4901667023282,13466,1854,652,176
"606",2020-12-04,"Clinton","Illinois",3557,38.6064512282104,-89.4224973755413,37858,3406,1415,152
"607",2020-12-04,"Coles","Illinois",3489,39.520275535043,-88.2218153188402,52802,10711,2788,209
"608",2020-12-04,"Cook","Illinois",322122,41.8400392122161,-87.8167156906551,5227575,856682,437634,70797
"609",2020-12-04,"Crawford","Illinois",1199,39.002732785271,-87.7596403881256,19441,2192,839,91
"610",2020-12-04,"Cumberland","Illinois",699,39.2733138329717,-88.2402201832927,10890,1747,574,89
"611",2020-12-04,"De Witt","Illinois",665,40.1746193929444,-88.9040882649825,16322,1926,669,87
"612",2020-12-04,"DeKalb","Illinois",5458,41.8935480962845,-88.7703241266414,104458,18001,5450,1011
"613",2020-12-04,"Douglas","Illinois",1470,39.7694654575279,-88.2173767135346,19770,2223,1499,143
"614",2020-12-04,"DuPage","Illinois",49311,41.8519548712588,-88.0856393697199,930514,64677,50216,8091
"615",2020-12-04,"Edgar","Illinois",914,39.6785584742612,-87.745599909898,17828,2845,816,50
"616",2020-12-04,"Edwards","Illinois",252,38.4165506129681,-88.0532848489339,6612,760,297,23
"617",2020-12-04,"Effingham","Illinois",3040,39.0597909257062,-88.5898740497606,34356,3634,1575,143
"618",2020-12-04,"Fayette","Illinois",1955,39.0001953438294,-89.024139477219,22025,3240,1152,154
"619",2020-12-04,"Ford","Illinois",830,40.5972001986806,-88.2232718963929,13758,1871,661,62
"620",2020-12-04,"Franklin","Illinois",2243,37.9922869509948,-88.9241453431552,39503,7440,2082,184
"621",2020-12-04,"Fulton","Illinois",1642,40.4727713070413,-90.207479467395,36047,5232,1636,156
"622",2020-12-04,"Gallatin","Illinois",216,37.7627103455221,-88.2305496045597,5325,860,257,18
"623",2020-12-04,"Greene","Illinois",915,39.3562160436611,-90.3904674896575,13390,2250,669,67
"624",2020-12-04,"Grundy","Illinois",3034,41.285112757222,-88.4184916178624,50338,4899,2181,254
"625",2020-12-04,"Hamilton","Illinois",422,38.081575610903,-88.5391178311454,8251,1219,364,25
"626",2020-12-04,"Hancock","Illinois",1022,40.4037517001173,-91.1647399706775,18633,2124,771,96
"627",2020-12-04,"Hardin","Illinois",162,37.518217372206,-88.2668843954592,4173,774,211,9
"628",2020-12-04,"Henderson","Illinois",314,40.8180323384331,-90.9251148324173,6966,731,383,31
"629",2020-12-04,"Henry","Illinois",2907,41.3531445576749,-90.1314370315771,49681,6019,2440,113
"630",2020-12-04,"Iroquois","Illinois",1869,40.7472499517815,-87.8243567666192,28814,4556,1683,213
"631",2020-12-04,"Jackson","Illinois",2885,37.7851511991655,-89.3821347554362,59188,15533,3557,192
"632",2020-12-04,"Jasper","Illinois",710,39.0100361081966,-88.1538283462559,9592,775,449,5
"633",2020-12-04,"Jefferson","Illinois",2063,38.3005374885761,-88.9239957897566,38523,6392,1707,291
"634",2020-12-04,"Jersey","Illinois",1410,39.085685333792,-90.3566937286252,22441,1954,870,70
"635",2020-12-04,"Jo Daviess","Illinois",1149,42.3657624341272,-90.2125052703518,22186,2051,1118,94
"636",2020-12-04,"Johnson","Illinois",786,37.4596363067954,-88.8809314174695,12866,1363,499,63
"637",2020-12-04,"Kane","Illinois",33695,41.9388886911686,-88.4286469511679,526615,57312,41912,6937
"638",2020-12-04,"Kankakee","Illinois",9226,41.1377168877414,-87.8618307542189,111493,16800,5858,581
"639",2020-12-04,"Kendall","Illinois",6757,41.5905455437168,-88.4288413515238,121452,6578,5984,737
"640",2020-12-04,"Knox","Illinois",3048,40.9318149115154,-90.2132691654556,51752,8418,2119,276
"641",2020-12-04,"LaSalle","Illinois",6587,41.3439936947388,-88.8859625211975,111935,15069,5166,442
"642",2020-12-04,"Lake","Illinois",39563,42.3233782907027,-88.0036309868095,702890,60664,42349,6273
"643",2020-12-04,"Lawrence","Illinois",1211,38.7199861235342,-87.7267447520884,16582,1929,745,171
"644",2020-12-04,"Lee","Illinois",2133,41.7462069234079,-89.3004019007163,34718,3783,1470,208
"645",2020-12-04,"Livingston","Illinois",2419,40.8915759033046,-88.5577243570363,37278,4364,1577,175
"646",2020-12-04,"Logan","Illinois",1928,40.1245685844112,-89.3675486441608,29820,2996,1055,83
"647",2020-12-04,"Macon","Illinois",6874,39.8599892456465,-88.9616115985455,108404,19626,4550,650
"648",2020-12-04,"Macoupin","Illinois",2467,39.2610116088559,-89.9244378711963,46482,5875,2149,280
"649",2020-12-04,"Madison","Illinois",15643,38.8298791699142,-89.9051423094649,266759,34400,10782,1119
"650",2020-12-04,"Marion","Illinois",2700,38.649600543461,-88.9189857702748,38503,6867,1854,324
"651",2020-12-04,"Marshall","Illinois",441,41.0331727836664,-89.3447644493333,12060,1163,528,48
"652",2020-12-04,"Mason","Illinois",785,40.2396633748989,-89.9167789848297,13931,2115,663,52
"653",2020-12-04,"Massac","Illinois",661,37.2189767973635,-88.7077275951776,14883,2750,696,92
"654",2020-12-04,"McDonough","Illinois",1651,40.4562028438941,-90.6779164872266,31727,6513,1573,233
"655",2020-12-04,"McHenry","Illinois",15160,42.3244709065163,-88.4523584090988,307083,23653,15821,1842
"656",2020-12-04,"McLean","Illinois",9099,40.4908779533787,-88.8473313238608,173254,23485,7229,1027
"657",2020-12-04,"Menard","Illinois",531,40.0273971147743,-89.8021926636543,12576,1564,535,97
"658",2020-12-04,"Mercer","Illinois",806,41.2053431033093,-90.7414546811763,15971,1618,653,43
"659",2020-12-04,"Monroe","Illinois",2241,38.2785536649756,-90.1773845263782,33703,1480,1038,99
"660",2020-12-04,"Montgomery","Illinois",1278,39.2310401691354,-89.4788922177543,29301,3725,1257,139
"661",2020-12-04,"Morgan","Illinois",2420,39.7155671040364,-90.2014772416972,34801,4684,1303,151
"662",2020-12-04,"Moultrie","Illinois",981,39.641423602594,-88.6193077025339,14915,1769,954,150
"663",2020-12-04,"Ogle","Illinois",3097,42.0426524962236,-89.3206740486968,52034,5617,2762,352
"664",2020-12-04,"Peoria","Illinois",9949,40.7880644684938,-89.759984564797,186818,29991,9418,1199
"665",2020-12-04,"Perry","Illinois",1208,38.0837771143258,-89.3669860534011,21595,3102,854,59
"666",2020-12-04,"Piatt","Illinois",833,40.0103496698315,-88.5911097363359,16469,927,631,21
"667",2020-12-04,"Pike","Illinois",1076,39.622509002657,-90.8863031448535,16054,2233,865,70
"668",2020-12-04,"Pope","Illinois",121,37.4127013603948,-88.5615291950515,4255,604,226,19
"669",2020-12-04,"Pulaski","Illinois",456,37.2228895385958,-89.1265882396473,5792,1051,317,19
"670",2020-12-04,"Putnam","Illinois",257,41.2044689952853,-89.2858476774464,5746,595,259,28
"671",2020-12-04,"Randolph","Illinois",2456,38.0521407257748,-89.82532904711,32934,3219,1234,111
"672",2020-12-04,"Richland","Illinois",883,38.7123986564675,-88.0851131725135,16072,2311,798,105
"673",2020-12-04,"Rock Island","Illinois",9110,41.4673261988557,-90.5673848895084,146536,21375,7658,1337
"674",2020-12-04,"Saline","Illinois",1197,37.7531988676526,-88.5408088962064,24659,5334,1323,210
"675",2020-12-04,"Sangamon","Illinois",10792,39.7581729900386,-89.6588830531686,198639,29600,8760,1152
"676",2020-12-04,"Schuyler","Illinois",354,40.1580360593765,-90.6150853226322,7205,1411,374,17
"677",2020-12-04,"Scott","Illinois",257,39.6441276325883,-90.4747040272512,5169,747,201,29
"678",2020-12-04,"Shelby","Illinois",1496,39.3911260925807,-88.8055946692661,22011,2810,858,125
"679",2020-12-04,"St. Clair","Illinois",15964,38.4703081009505,-89.9283941743961,265569,46059,13505,1612
"680",2020-12-04,"Stark","Illinois",312,41.0933324218069,-89.7975204962735,5840,768,269,25
"681",2020-12-04,"Stephenson","Illinois",2614,42.3517240384405,-89.6623698821319,46283,7203,2186,130
"682",2020-12-04,"Tazewell","Illinois",7543,40.5075326594464,-89.5134267368428,135400,10485,4979,686
"683",2020-12-04,"Union","Illinois",1274,37.471238763786,-89.2551182954986,17458,2667,971,159
"684",2020-12-04,"Vermilion","Illinois",4310,40.1834502222557,-87.732846189488,79613,15093,3920,455
"685",2020-12-04,"Wabash","Illinois",659,38.4460344041374,-87.8445083168688,11587,1376,546,72
"686",2020-12-04,"Warren","Illinois",1177,40.8488223600117,-90.6150117623499,17611,2533,1001,209
"687",2020-12-04,"Washington","Illinois",810,38.3521731781148,-89.4104541688065,14369,1580,597,87
"688",2020-12-04,"Wayne","Illinois",989,38.429578141266,-88.4256334816717,16517,2552,864,113
"689",2020-12-04,"White","Illinois",681,38.0874217046225,-88.179552957747,14410,1960,659,91
"690",2020-12-04,"Whiteside","Illinois",4080,41.7562803090564,-89.914115988598,57155,6388,2639,302
"691",2020-12-04,"Will","Illinois",41826,41.4450292629573,-87.9785617733437,685378,51976,37503,4402
"692",2020-12-04,"Williamson","Illinois",3936,37.7302575365873,-88.9299268173546,67336,9724,2859,291
"693",2020-12-04,"Winnebago","Illinois",20052,42.3362641463178,-89.1608497571544,288896,44086,17210,2223
"694",2020-12-04,"Woodford","Illinois",1969,40.7882317881567,-89.211148942662,39123,2942,1418,131
"695",2020-12-04,"Adams","Indiana",1960,40.7456352212811,-84.9366174320011,34813,6140,3438,535
"696",2020-12-04,"Allen","Indiana",21092,41.0908783211871,-85.0665702721995,365565,54545,30599,2548
"697",2020-12-04,"Bartholomew","Indiana",3933,39.2059643835133,-85.8975991101802,80203,9975,6762,800
"698",2020-12-04,"Benton","Indiana",465,40.6062629655218,-87.31094315373,8709,1096,795,58
"699",2020-12-04,"Blackford","Indiana",684,40.4736454316397,-85.3248266967755,12364,1447,797,74
"700",2020-12-04,"Boone","Indiana",2915,40.0508031769595,-86.4687113491851,61884,3719,3882,340
"701",2020-12-04,"Brown","Indiana",434,39.1962389985092,-86.2273818661699,14965,1882,1198,102
"702",2020-12-04,"Carroll","Indiana",839,40.5828501177823,-86.5635054557074,20007,2139,1643,146
"703",2020-12-04,"Cass","Indiana",3303,40.7615436112715,-86.3459888572516,38324,5640,4048,407
"704",2020-12-04,"Clark","Indiana",5874,38.4773186323741,-85.7073026330531,113993,11153,8427,473
"705",2020-12-04,"Clay","Indiana",1431,39.3927840503133,-87.1157635772184,26568,4358,1799,211
"706",2020-12-04,"Clinton","Indiana",2131,40.3017000310219,-86.4751507684364,32692,4052,3101,226
"707",2020-12-04,"Crawford","Indiana",373,38.2923784568926,-86.4517245703013,10582,2034,967,49
"708",2020-12-04,"Daviess","Indiana",1801,38.7024462435753,-87.0720457467728,32583,4329,4969,271
"709",2020-12-04,"DeKalb","Indiana",2160,41.3975764042484,-84.9990715994742,42489,5387,2961,185
"710",2020-12-04,"Dearborn","Indiana",2596,39.1452377602321,-84.9733269810741,49552,4537,2993,273
"711",2020-12-04,"Decatur","Indiana",1540,39.3070089772403,-85.5011139692104,26340,3375,1803,189
"712",2020-12-04,"Delaware","Indiana",5671,40.2275536958714,-85.3969045426217,116463,23995,7932,430
"713",2020-12-04,"Dubois","Indiana",2849,38.3642782944677,-86.879810706973,42345,3545,3146,396
"714",2020-12-04,"Elkhart","Indiana",19114,41.5973955185965,-85.858752983371,201640,29381,24444,1993
"715",2020-12-04,"Fayette","Indiana",1809,39.6400366578123,-85.1787687086187,23608,4472,1758,147
"716",2020-12-04,"Floyd","Indiana",3679,38.3190455637263,-85.9069128935884,76290,9050,4462,265
"717",2020-12-04,"Fountain","Indiana",999,40.1209059555862,-87.241976553747,16741,2081,1134,83
"718",2020-12-04,"Franklin","Indiana",832,39.4148759015887,-85.0601479864332,22887,2591,1649,131
"719",2020-12-04,"Fulton","Indiana",994,41.0469855995464,-86.2635431301513,20412,2828,1827,57
"720",2020-12-04,"Gibson","Indiana",2267,38.3118931609654,-87.5845972420283,33684,3610,1844,281
"721",2020-12-04,"Grant","Indiana",3769,40.5158075172087,-85.6547202872708,68269,12183,4207,324
"722",2020-12-04,"Greene","Indiana",1244,39.0363683055309,-86.9620573220517,32633,4810,2289,370
"723",2020-12-04,"Hamilton","Indiana",15931,40.072487207296,-86.0520325223271,303042,15381,17625,923
"724",2020-12-04,"Hancock","Indiana",3322,39.8235636889219,-85.7732501440403,71955,5274,3814,188
"725",2020-12-04,"Harrison","Indiana",1700,38.1952663660045,-86.1114820466239,39370,5139,2694,215
"726",2020-12-04,"Hendricks","Indiana",7604,39.7695274520339,-86.5099754747579,155817,7834,9238,715
"727",2020-12-04,"Henry","Indiana",2889,39.9310716042935,-85.3964240128495,48953,7349,2867,118
"728",2020-12-04,"Howard","Indiana",4314,40.4836152210207,-86.1169645591383,82728,13665,5447,208
"729",2020-12-04,"Huntington","Indiana",1585,40.8292272398014,-85.4881357619917,36696,4227,2309,168
"730",2020-12-04,"Jackson","Indiana",2722,38.9064268994655,-86.0375335384895,43637,6317,3648,301
"731",2020-12-04,"Jasper","Indiana",1747,41.0229897001289,-87.1161293463665,33461,2488,2583,216
"732",2020-12-04,"Jay","Indiana",1197,40.4379650113036,-85.0057098235644,21196,3317,1628,231
"733",2020-12-04,"Jefferson","Indiana",1412,38.7857737820573,-85.4385302858834,32482,4344,2240,362
"734",2020-12-04,"Jennings","Indiana",1100,38.9969268689461,-85.6280567487425,28023,4217,2007,210
"735",2020-12-04,"Johnson","Indiana",8018,39.489964462856,-86.1016134345605,147567,13473,10390,950
"736",2020-12-04,"Knox","Indiana",2177,38.6890379445581,-87.4180543154415,37956,4980,2425,168
"737",2020-12-04,"Kosciusko","Indiana",5234,41.2440795216213,-85.8607284061141,78461,8423,7661,644
"738",2020-12-04,"LaGrange","Indiana",1629,41.6426293827494,-85.4264964374825,38395,4728,8420,567
"739",2020-12-04,"LaPorte","Indiana",5384,41.5459900958023,-86.7399787988869,110993,17621,7479,902
"740",2020-12-04,"Lake","Indiana",31091,41.417068439844,-87.3820917890865,489698,84905,38817,4321
"741",2020-12-04,"Lawrence","Indiana",2103,38.8411659072897,-86.4834565540062,45696,5771,3085,304
"742",2020-12-04,"Madison","Indiana",5984,40.1616258191976,-85.7193643365313,129862,20618,9090,656
"743",2020-12-04,"Marion","Indiana",50080,39.7817188381126,-86.138475324782,932142,187586,94856,7753
"744",2020-12-04,"Marshall","Indiana",3473,41.3248513280459,-86.2617716949644,46833,5351,4870,721
"745",2020-12-04,"Martin","Indiana",414,38.7080160261708,-86.8030686461237,10218,1228,763,54
"746",2020-12-04,"Miami","Indiana",1978,40.7694658788363,-86.0450458502196,36093,5416,2636,238
"747",2020-12-04,"Monroe","Indiana",6144,39.1609283337741,-86.5231380745941,143292,32044,10444,649
"748",2020-12-04,"Montgomery","Indiana",1782,40.0403950904508,-86.8933145756506,38108,4635,3001,161
"749",2020-12-04,"Morgan","Indiana",2687,39.4815764701201,-86.4462344375582,69504,8547,4761,468
"750",2020-12-04,"Newton","Indiana",642,40.9558503982554,-87.3975972626569,14022,1833,1385,72
"751",2020-12-04,"Noble","Indiana",2984,41.3986119242148,-85.4175085764166,47587,5320,4116,539
"752",2020-12-04,"Ohio","Indiana",254,38.9500483983883,-84.9651069550872,6003,397,337,23
"753",2020-12-04,"Orange","Indiana",803,38.541790517873,-86.4950534398347,19579,3154,1539,192
"754",2020-12-04,"Owen","Indiana",745,39.312829525468,-86.8376540698923,21038,3074,1879,260
"755",2020-12-04,"Parke","Indiana",763,39.7736402815855,-87.2063895444155,17033,2312,1435,142
"756",2020-12-04,"Perry","Indiana",914,38.0796537262594,-86.6380346717656,19301,2561,1163,50
"757",2020-12-04,"Pike","Indiana",610,38.3988000090101,-87.232159547976,12554,1244,885,18
"758",2020-12-04,"Porter","Indiana",9528,41.4605569155744,-87.067269502747,167016,17560,10432,1134
"759",2020-12-04,"Posey","Indiana",1384,38.0218481828079,-87.8683975768444,25527,2451,1345,133
"760",2020-12-04,"Pulaski","Indiana",519,41.0418628835428,-86.6987928059029,12910,1710,995,82
"761",2020-12-04,"Putnam","Indiana",1529,39.666288732608,-86.8450012152103,37626,3298,2214,269
"762",2020-12-04,"Randolph","Indiana",1497,40.1575954267571,-85.0114475552049,25403,4319,1887,59
"763",2020-12-04,"Ripley","Indiana",1715,39.1034818764407,-85.2623817087403,28633,2834,2147,300
"764",2020-12-04,"Rush","Indiana",723,39.6199738769663,-85.4657574225587,16873,2981,1389,24
"765",2020-12-04,"Scott","Indiana",1348,38.6850829983169,-85.7474900816243,23734,3267,1685,18
"766",2020-12-04,"Shelby","Indiana",2912,39.5237250530643,-85.7916756904057,44404,5446,3113,330
"767",2020-12-04,"Spencer","Indiana",994,38.0141936924925,-87.0077162572009,20777,2013,1397,119
"768",2020-12-04,"St. Joseph","Indiana",19464,41.6166684088248,-86.2898789431425,267696,43926,22319,1481
"769",2020-12-04,"Starke","Indiana",1079,41.280942939751,-86.6476480144274,23069,3596,1823,176
"770",2020-12-04,"Steuben","Indiana",1727,41.643899495265,-85.0008638456106,34279,3407,2527,123
"771",2020-12-04,"Sullivan","Indiana",1165,39.0888222837124,-87.4148028053271,21026,3265,1411,237
"772",2020-12-04,"Switzerland","Indiana",284,38.8261913898197,-85.0369815999465,10484,2221,1000,125
"773",2020-12-04,"Tippecanoe","Indiana",10413,40.3886274253691,-86.8940646847193,183397,36513,15455,1297
"774",2020-12-04,"Tipton","Indiana",694,40.3113519760026,-86.0518566073899,15447,1328,1003,59
"775",2020-12-04,"Union","Indiana",341,39.6256023665626,-84.9251426492727,7251,681,533,27
"776",2020-12-04,"Vanderburgh","Indiana",11180,38.0252596087096,-87.5858411420804,181692,29710,12427,1418
"777",2020-12-04,"Vermillion","Indiana",771,39.8538067734956,-87.4639815886612,15752,2077,1004,58
"778",2020-12-04,"Vigo","Indiana",6863,39.4306658235137,-87.3899361712424,108099,20053,7406,758
"779",2020-12-04,"Wabash","Indiana",2024,40.8456608255192,-85.7939965236373,32177,3839,2175,131
"780",2020-12-04,"Warren","Indiana",303,40.3469427886404,-87.3533009018706,8309,639,474,71
"781",2020-12-04,"Warrick","Indiana",3729,38.0922462096387,-87.2721026585154,61427,5757,3758,418
"782",2020-12-04,"Washington","Indiana",916,38.5999930005556,-86.1053077547071,27792,4100,2390,186
"783",2020-12-04,"Wayne","Indiana",4097,39.864387191757,-85.0098372311511,67423,12903,5665,444
"784",2020-12-04,"Wells","Indiana",1495,40.7291968519369,-85.2211989312847,27836,3421,1817,71
"785",2020-12-04,"White","Indiana",1562,40.7497673012817,-86.8654898547311,24265,2376,2097,172
"786",2020-12-04,"Whitley","Indiana",1661,41.1393882742932,-85.5051253700667,33354,2876,2368,165
"787",2020-12-04,"Adair","Iowa",472,41.3307507262504,-94.470978665288,7330,687,297,27
"788",2020-12-04,"Adams","Iowa",188,41.028982208665,-94.69917904993,3822,368,174,3
"789",2020-12-04,"Allamakee","Iowa",912,43.2842900607958,-91.3780586553572,14001,1388,841,114
"790",2020-12-04,"Appanoose","Iowa",834,40.7431782099677,-92.8686346441414,12602,1998,598,87
"791",2020-12-04,"Audubon","Iowa",312,41.6846094101167,-94.9058256694654,5793,651,278,11
"792",2020-12-04,"Benton","Iowa",1769,42.0802051586318,-92.0657157979406,25720,2324,1051,111
"793",2020-12-04,"Black Hawk","Iowa",11350,42.4700987916506,-92.3088322281043,132821,19605,5610,786
"794",2020-12-04,"Boone","Iowa",1480,42.0365870661266,-93.9316944149857,26411,2659,897,240
"795",2020-12-04,"Bremer","Iowa",2041,42.7745900462811,-92.3180550854793,24663,1677,735,56
"796",2020-12-04,"Buchanan","Iowa",1251,42.4707942562767,-91.8378444964268,21031,1905,911,67
"797",2020-12-04,"Buena Vista","Iowa",3188,42.7355039282808,-95.1511426036039,20445,2575,1819,490
"798",2020-12-04,"Butler","Iowa",1085,42.7315761929982,-92.7901882467349,14933,1289,588,77
"799",2020-12-04,"Calhoun","Iowa",1102,42.3851930096363,-94.640411483378,9876,1364,389,55
"800",2020-12-04,"Carroll","Iowa",2064,42.0362153778535,-94.8605737853394,20555,1899,712,46
"801",2020-12-04,"Cass","Iowa",861,41.3315174241904,-94.9278362057507,13433,1985,681,19
"802",2020-12-04,"Cedar","Iowa",1160,41.7723184946275,-91.1324349838396,18389,1162,645,44
"803",2020-12-04,"Cerro Gordo","Iowa",3755,43.0815713789483,-93.2608281286502,43303,5422,1510,149
"804",2020-12-04,"Cherokee","Iowa",978,42.7356282545541,-95.6238200542555,11752,1321,504,20
"805",2020-12-04,"Chickasaw","Iowa",924,43.0600505743531,-92.3176841875773,12164,1073,604,30
"806",2020-12-04,"Clarke","Iowa",514,41.0290271208448,-93.7851645099351,9273,1454,485,93
"807",2020-12-04,"Clay","Iowa",1280,43.0825753891617,-95.1509448559424,16478,1907,709,153
"808",2020-12-04,"Clayton","Iowa",1176,42.8447290781983,-91.3414396050878,17735,1841,835,133
"809",2020-12-04,"Clinton","Iowa",3510,41.8980370685676,-90.5319863986464,47972,6405,1831,80
"810",2020-12-04,"Crawford","Iowa",1843,42.0372142485817,-95.3819928010924,17147,3681,1449,208
"811",2020-12-04,"Dallas","Iowa",6698,41.6849036359314,-94.0397516621642,78074,4424,3063,530
